market_key,interval,timestamp,open,high,low,close,volume,buy_volume,sell_volume
binance:btcusdt_perp.a,1min,1779582660,108086.85077971283,108149.13165993216,108055.0233846026,108125.82891471744,240.05635211686783,116.31181465653455,123.74453746033328
binance:btcusdt_perp.a,1min,1779582720,108125.82891471744,108140.57665407208,108072.45069897642,108115.73539630078,214.2890656620491,126.56588725254826,87.72317840950083
binance:btcusdt_perp.a,1min,1779582780,108115.73539630078,108147.05112642952,108081.02568456053,108106.87519422159,267.46896818735274,139.68573546092074,127.78323272643202
binance:btcusdt_perp.a,1min,1779582840,108106.87519422159,108133.3359162364,108085.13581326594,108102.58597846254,181.95153889862013,78.63755773615075,103.31398116246937
binance:btcusdt_perp.a,1min,1779582900,108102.58597846254,108151.07535050048,108078.9860623268,108113.28443793638,270.5089339112094,137.98985307933327,132.51908083187612
binance:btcusdt_perp.a,1min,1779582960,108113.28443793638,108168.66340296448,108095.39371024472,108144.46957795083,368.5030968047911,185.29903433806294,183.20406246672815
binance:btcusdt_perp.a,1min,1779583020,108144.46957795083,108203.69807936196,108134.71426826804,108179.86573498974,170.5472640603468,95.5945628511902,74.9527012091566
binance:btcusdt_perp.a,1min,1779583080,108179.86573498974,108238.91462812868,108161.6976082011,108218.7098202615,396.9155433793762,150.7088803006148,246.20666307876138
binance:btcusdt_perp.a,1min,1779583140,108218.7098202615,108247.1430882084,108192.4244695519,108210.4784183233,279.5902506623943,117.82583050224204,161.76442016015224
binance:btcusdt_perp.a,1min,1779583200,108210.4784183233,108260.5488034258,108187.57256925428,108224.47398481266,331.51510346214866,97.43043392943252,234.08466953271613
binance:btcusdt_perp.a,1min,1779583260,108224.47398481266,108245.11941571577,108214.6621154169,108231.5517184187,209.74781064569993,80.37924169192904,129.36856895377088
binance:btcusdt_perp.a,1min,1779583320,108231.5517184187,108264.75399689656,108209.24540349277,108256.01792407395,241.26644533331373,89.4532994537258,151.81314587958792
binance:btcusdt_perp.a,1min,1779583380,108256.01792407395,108309.44379680595,108220.64394299952,108282.0626424359,267.63954566000797,90.12345855941652,177.51608710059145
binance:btcusdt_perp.a,1min,1779583440,108282.0626424359,108310.45815004583,108258.29690885136,108286.03318213312,193.24895422133068,72.07972456589218,121.1692296554385
binance:btcusdt_perp.a,1min,1779583500,108286.03318213312,108345.31074875161,108245.2647360203,108298.13600837627,211.7405319552944,72.09318365310574,139.64734830218865
binance:btcusdt_perp.a,1min,1779583560,108298.13600837627,108314.22893823663,108254.61724024915,108279.77329028505,376.4682896710587,114.94113523712495,261.52715443393373
binance:btcusdt_perp.a,1min,1779583620,108279.77329028505,108280.30039998767,108255.57889663469,108275.95223742924,195.00684705123496,60.42811456059175,134.5787324906432
binance:btcusdt_perp.a,1min,1779583680,108275.95223742924,108297.00961188672,108263.66381172667,108268.08652781311,162.63638036872075,75.34778882160744,87.28859154711331
binance:btcusdt_perp.a,1min,1779583740,108268.08652781311,108279.11867202856,108212.41567364195,108252.78480892516,512.4053735392325,133.47705558081088,378.92831795842164
binance:btcusdt_perp.a,1min,1779583800,108252.78480892516,108279.38783436576,108213.49783248111,108253.97227885635,201.051433725741,62.87200893644657,138.17942478929442
binance:btcusdt_perp.a,1min,1779583860,108253.97227885635,108302.06206243606,108235.73383956865,108275.7144016914,269.2941628387167,65.44164445288024,203.85251838583648
binance:btcusdt_perp.a,1min,1779583920,108275.7144016914,108298.4376569656,108251.39270279513,108279.10153186569,235.57382249447872,83.23098640843051,152.3428360860482
binance:btcusdt_perp.a,1min,1779583980,108279.10153186569,108328.47339097543,108253.5839677817,108304.91909769874,284.2524278062294,92.6615903394767,191.59083746675267
binance:btcusdt_perp.a,1min,1779584040,108304.91909769874,108330.08404031547,108278.39734532649,108299.42447934236,447.4534647144476,189.17254641638613,258.28091829806147
binance:btcusdt_perp.a,1min,1779584100,108299.42447934236,108328.12775964814,108288.54859406219,108313.75833174509,375.29143624710923,130.58385821740603,244.7075780297032
binance:btcusdt_perp.a,1min,1779584160,108313.75833174509,108334.229432551,108282.48394692951,108329.67529242074,316.353627057149,85.65652953180853,230.6970975253405
binance:btcusdt_perp.a,1min,1779584220,108329.67529242074,108354.31246446431,108305.8140447166,108328.33871270016,256.6263051357156,86.6681027141743,169.9582024215413
binance:btcusdt_perp.a,1min,1779584280,108328.33871270016,108354.34697919176,108291.62379297023,108330.82135407074,74.6673247254962,25.204014823455275,49.463309902040926
binance:btcusdt_perp.a,1min,1779584340,108330.82135407074,108365.83516821756,108312.54049988395,108340.87522832068,139.4622574017134,53.065009606734534,86.39724779497887
binance:btcusdt_perp.a,1min,1779584400,108340.87522832068,108385.35521497283,108310.23694818371,108378.693829022,253.7179821501685,93.201602492831,160.5163796573375
binance:btcusdt_perp.a,1min,1779584460,108378.693829022,108397.34926729844,108331.30857436145,108366.30902030844,326.61241935901654,158.80936859017186,167.80305076884468
binance:btcusdt_perp.a,1min,1779584520,108366.30902030844,108420.29335736115,108326.86967504676,108393.90249057185,315.1194526990639,139.98078504958005,175.13866764948386
binance:btcusdt_perp.a,1min,1779584580,108393.90249057185,108417.45425714193,108378.87672880485,108394.78879898334,359.16671476758825,121.02158842477432,238.1451263428139
binance:btcusdt_perp.a,1min,1779584640,108394.78879898334,108435.00577078166,108361.07632804867,108414.91228135671,340.0695190985008,180.49673762795248,159.5727814705483
binance:btcusdt_perp.a,1min,1779584700,108414.91228135671,108440.19588532239,108393.5818130857,108433.91628787892,186.23942459241474,75.41821562350594,110.82120896890879
binance:btcusdt_perp.a,1min,1779584760,108433.91628787892,108495.14522471967,108418.90559216471,108466.7698866107,198.9026106847681,90.11664936372047,108.78596132104762
binance:btcusdt_perp.a,1min,1779584820,108466.7698866107,108482.05848383674,108425.19741322713,108450.31750794264,372.4249628885357,187.36115109316196,185.0638117953737
binance:btcusdt_perp.a,1min,1779584880,108450.31750794264,108475.36117523295,108391.5869368516,108414.30727258393,313.11122282981546,181.3739647236124,131.73725810620306
binance:btcusdt_perp.a,1min,1779584940,108414.30727258393,108430.39623833202,108354.27349394021,108382.18255716815,153.4724480436846,90.04640143123915,63.42604661244546
binance:btcusdt_perp.a,1min,1779585000,108382.18255716815,108424.06659320803,108365.89199378337,108393.6007533496,345.10109519729684,199.5278062186082,145.57328897868865
binance:btcusdt_perp.a,1min,1779585060,108393.6007533496,108426.69244116847,108368.89732095678,108402.34843224149,210.93237882084946,109.89360887081092,101.03876995003854
binance:btcusdt_perp.a,1min,1779585120,108402.34843224149,108429.7551267601,108370.35018977239,108403.92118811655,195.31711344172726,105.05564710526639,90.26146633646087
binance:btcusdt_perp.a,1min,1779585180,108403.92118811655,108449.2264468017,108390.14368828946,108434.66232908981,296.1844953464955,181.0257155196227,115.1587798268728
binance:btcusdt_perp.a,1min,1779585240,108434.66232908981,108473.98412768936,108404.09438926415,108438.69452178499,347.34560535120494,211.33650769391787,136.00909765728707
binance:btcusdt_perp.a,1min,1779585300,108438.69452178499,108504.11388672606,108436.72974470565,108484.16550361471,408.3403489213713,229.389148144654,178.9512007767173
binance:btcusdt_perp.a,1min,1779585360,108484.16550361471,108524.51822961158,108478.1880990253,108489.42272276297,179.86822287150886,91.09315100998369,88.77507186152518
binance:btcusdt_perp.a,1min,1779585420,108489.42272276297,108515.81908882315,108450.9396790508,108478.18155747894,302.1019343462843,160.17647019969596,141.92546414658833
binance:btcusdt_perp.a,1min,1779585480,108478.18155747894,108500.72509333285,108422.1047665927,108439.38700625632,316.75086173732893,211.77724788033635,104.9736138569926
binance:btcusdt_perp.a,1min,1779585540,108439.38700625632,108473.99446135896,108415.09489251518,108444.39313050521,322.40517644811734,191.71919477417063,130.6859816739467
binance:btcusdt_perp.a,1min,1779585600,108444.39313050521,108468.36089147178,108413.19987549818,108443.40516025235,248.50070622203424,168.3668289721167,80.13387724991752
binance:btcusdt_perp.a,1min,1779585660,108443.40516025235,108464.22973857907,108410.29430023709,108440.58949065732,120.55517031566754,69.51108227362855,51.04408804203899
binance:btcusdt_perp.a,1min,1779585720,108440.58949065732,108441.92565185581,108400.38410826834,108415.60146386678,339.9547119782192,218.97537800077006,120.97933397744916
binance:btcusdt_perp.a,1min,1779585780,108415.60146386678,108453.46489532194,108380.3246025441,108420.57272035483,274.46896522190883,205.2896057283016,69.17935949360722
binance:btcusdt_perp.a,1min,1779585840,108420.57272035483,108436.98597803284,108404.51672387682,108423.35996027112,161.5570789947987,99.77514897197231,61.78193002282639
binance:btcusdt_perp.a,1min,1779585900,108423.35996027112,108453.3958104649,108378.55340684297,108417.76110515463,169.4254787698368,118.11780214686978,51.30767662296701
binance:btcusdt_perp.a,1min,1779585960,108417.76110515463,108444.50807603926,108378.90303297041,108399.59216646354,133.52753393219757,97.55330539497719,35.974228537220384
binance:btcusdt_perp.a,1min,1779586020,108399.59216646354,108416.2531640798,108377.67522160786,108388.97769749496,227.65733786499555,159.4529645527192,68.20437331227635
binance:btcusdt_perp.a,1min,1779586080,108388.97769749496,108414.2643175178,108359.94196490738,108385.56118344667,385.65293244225336,251.66573624733107,133.9871961949223
binance:btcusdt_perp.a,1min,1779586140,108385.56118344667,108418.2334076124,108339.99686168112,108358.68197996015,369.1673955661902,255.8750094892535,113.29238607693667
binance:btcusdt_perp.a,1min,1779586200,108358.68197996015,108384.16973890061,108314.23034636845,108355.74047196971,446.15844232430027,298.8559197351363,147.30252258916397
binance:btcusdt_perp.a,1min,1779586260,108355.74047196971,108390.52074314785,108342.19708229738,108357.75834157318,306.6456298094604,201.8734583821335,104.7721714273269
binance:btcusdt_perp.a,1min,1779586320,108357.75834157318,108375.92601552888,108351.65401650626,108362.25970358837,114.16132512069666,66.86619801373215,47.295127106964514
binance:btcusdt_perp.a,1min,1779586380,108362.25970358837,108381.32778772188,108311.20029171662,108352.57260334092,368.4794695925839,216.1694131603179,152.31005643226598
binance:btcusdt_perp.a,1min,1779586440,108352.57260334092,108375.04949366662,108333.41624172132,108357.12027603012,294.82605195323055,198.10957433380005,96.71647761943049
binance:btcusdt_perp.a,1min,1779586500,108357.12027603012,108389.75879135747,108338.44397405766,108349.02459179625,280.5071249889815,218.7890434872292,61.718081501752295
binance:btcusdt_perp.a,1min,1779586560,108349.02459179625,108387.1077253969,108326.10939001452,108350.77558033084,326.46216762638375,198.81442688049043,127.64774074589333
binance:btcusdt_perp.a,1min,1779586620,108350.77558033084,108364.98075636358,108318.86825615699,108345.17126974657,211.87702486513857,135.53732939175217,76.3396954733864
binance:btcusdt_perp.a,1min,1779586680,108345.17126974657,108387.56548407747,108326.03375708213,108361.90017000509,316.3172463446957,179.59792089474237,136.71932544995335
binance:btcusdt_perp.a,1min,1779586740,108361.90017000509,108379.35397894183,108343.25624368628,108375.66803978398,120.73504039008017,58.24464625485696,62.49039413522321
binance:btcusdt_perp.a,1min,1779586800,108375.66803978398,108427.83563652632,108360.86284211683,108396.8837867066,159.79972351672825,60.640142906007064,99.15958061072118
binance:btcusdt_perp.a,1min,1779586860,108396.8837867066,108443.08793682908,108357.16070871039,108383.50955142503,235.23421711604084,134.08484570886893,101.1493714071719
binance:btcusdt_perp.a,1min,1779586920,108383.50955142503,108402.53631779805,108328.57324755093,108351.56802228109,273.1119478543161,156.75392048931826,116.35802736499782
binance:btcusdt_perp.a,1min,1779586980,108351.56802228109,108382.36255798877,108336.4517451034,108353.6792978077,351.82523267284387,214.06079098386672,137.76444168897714
binance:btcusdt_perp.a,1min,1779587040,108353.6792978077,108366.80234125056,108296.52358405429,108331.8814274175,264.69248106439517,153.26243663176206,111.43004443263311
binance:btcusdt_perp.a,1min,1779587100,108331.8814274175,108368.43188318021,108296.02843588544,108319.3432940535,300.65830586581563,172.22185776120898,128.43644810460665
binance:btcusdt_perp.a,1min,1779587160,108319.3432940535,108331.93207309424,108290.51309711485,108308.02745503456,316.18671605145107,116.76858334763591,199.41813270381516
binance:btcusdt_perp.a,1min,1779587220,108308.02745503456,108331.08489466817,108274.54932842722,108314.47260784435,88.45917560796227,35.44321157818628,53.015964029775986
binance:btcusdt_perp.a,1min,1779587280,108314.47260784435,108328.21031318071,108254.39125993164,108278.86791894273,265.6618699640196,110.9706330608136,154.691236903206
binance:btcusdt_perp.a,1min,1779587340,108278.86791894273,108302.90180134894,108258.62744425691,108270.54208383748,336.54797127192404,154.23316476840978,182.31480650351426
binance:btcusdt_perp.a,1min,1779587400,108270.54208383748,108299.37231267404,108245.5779038294,108271.80697824652,442.8058642184854,176.93222935028285,265.87363486820254
binance:btcusdt_perp.a,1min,1779587460,108271.80697824652,108286.27170244294,108248.73826350801,108260.41563680224,180.44225699191398,61.08531821203506,119.35693877987892
binance:btcusdt_perp.a,1min,1779587520,108260.41563680224,108285.75858808722,108230.57754938451,108253.08896997003,218.75717780562297,94.90250449277323,123.85467331284974
binance:btcusdt_perp.a,1min,1779587580,108253.08896997003,108280.56464024019,108237.61813141668,108260.1611233144,323.87423366638393,123.08563954978861,200.78859411659533
binance:btcusdt_perp.a,1min,1779587640,108260.1611233144,108281.48132075457,108203.0622998346,108227.68265795533,208.0244170809797,77.00769682664966,131.01672025433004
binance:btcusdt_perp.a,1min,1779587700,108227.68265795533,108263.04451895546,108160.43745667285,108194.91695652345,259.7986132557628,96.59335523171795,163.20525802404484
binance:btcusdt_perp.a,1min,1779587760,108194.91695652345,108205.3534799208,108125.73892219365,108144.80113299213,194.22935828585128,74.83553491658635,119.39382336926492
binance:btcusdt_perp.a,1min,1779587820,108144.80113299213,108184.09935624457,108131.17576703298,108173.86550343886,298.8358694647944,129.3470461220163,169.48882334277812
binance:btcusdt_perp.a,1min,1779587880,108173.86550343886,108198.35586466193,108104.62185470163,108144.83484320977,147.85926814565863,37.61494008219105,110.24432806346758
binance:btcusdt_perp.a,1min,1779587940,108144.83484320977,108161.62895908122,108099.92399655012,108130.05000942765,299.33277758566703,66.22693438866007,233.10584319700695
binance:btcusdt_perp.a,1min,1779588000,108130.05000942765,108148.26923225181,108095.30553725823,108132.04462112537,229.7929970850464,66.05563325379805,163.73736383124836
binance:btcusdt_perp.a,1min,1779588060,108132.04462112537,108164.01790696727,108105.56362748602,108134.38864214391,145.15221460921535,51.86053194714131,93.29168266207404
binance:btcusdt_perp.a,1min,1779588120,108134.38864214391,108158.74140325979,108100.50795428493,108108.27060993094,315.7057718034451,87.57637920806604,228.12939259537904
binance:btcusdt_perp.a,1min,1779588180,108108.27060993094,108137.40881129577,108053.171680351,108077.58812556777,230.88185588856823,95.83838002608546,135.04347586248275
binance:btcusdt_perp.a,1min,1779588240,108077.58812556777,108099.90920230748,108037.28730001628,108061.97643449306,230.42672526971091,82.94128628181576,147.48543898789515
binance:btcusdt_perp.a,1min,1779588300,108061.97643449306,108079.8600512709,108008.99282634186,108044.61925273988,196.75311579900534,37.76746181610032,158.98565398290503
binance:btcusdt_perp.a,1min,1779588360,108044.61925273988,108113.28915723485,108026.67194539438,108065.79587770878,125.05295675038519,40.57742430637834,84.47553244400686
binance:btcusdt_perp.a,1min,1779588420,108065.79587770878,108085.89663929856,108041.90227638936,108052.76839597014,326.3648913981182,124.75875619441229,201.6061352037059
binance:btcusdt_perp.a,1min,1779588480,108052.76839597014,108081.76036328709,107975.42159282517,108017.94844264463,293.75682659496476,99.72347194991656,194.0333546450482
binance:btcusdt_perp.a,1min,1779588540,108017.94844264463,108046.10101031432,108002.74336694319,108007.43665088812,293.1512562381842,101.5373472507475,191.6139089874367
binance:btcusdt_perp.a,1min,1779588600,108007.43665088812,108052.97510469888,107968.75777477692,108032.71683203694,191.70074417743942,79.78218424131614,111.91855993612327
binance:btcusdt_perp.a,1min,1779588660,108032.71683203694,108046.0263595583,108006.69664971011,108030.47061085649,377.001506946528,187.9931293230868,189.00837762344122
binance:btcusdt_perp.a,1min,1779588720,108030.47061085649,108052.29498259172,107979.03952850975,107992.01529756183,252.6127249068894,132.92594582536896,119.68677908152047
binance:btcusdt_perp.a,1min,1779588780,107992.01529756183,107997.85871416861,107926.49854700649,107953.31921536174,238.18250430642559,93.13157299680378,145.0509313096218
binance:btcusdt_perp.a,1min,1779588840,107953.31921536174,107984.19160234083,107938.45796360211,107959.46790478808,174.65358311534067,106.45104842218807,68.2025346931526
binance:btcusdt_perp.a,1min,1779588900,107959.46790478808,108005.29392761491,107931.60184143412,107957.80372742137,311.0162513009612,175.51644072035504,135.49981058060615
binance:btcusdt_perp.a,1min,1779588960,107957.80372742137,107992.84021353269,107923.28647733571,107964.58936152021,238.2941665090172,134.31202712649483,103.98213938252238
binance:btcusdt_perp.a,1min,1779589020,107964.58936152021,107994.49737873199,107911.11168188046,107948.09542628343,243.29276054805595,141.10613550693077,102.18662504112518
binance:btcusdt_perp.a,1min,1779589080,107948.09542628343,107967.6378112833,107914.41449226976,107945.93502880116,99.85781675047627,57.092473683519934,42.76534306695634
binance:btcusdt_perp.a,1min,1779589140,107945.93502880116,107947.13858892502,107911.74038787645,107924.10400343276,206.78751073232593,129.27786522990482,77.50964550242111
binance:btcusdt_perp.a,1min,1779589200,107924.10400343276,107956.01538877343,107912.41214063547,107936.46599528534,275.4436367029177,197.21404807616148,78.2295886267562
binance:btcusdt_perp.a,1min,1779589260,107936.46599528534,107949.36024644613,107883.72777386656,107911.3132634593,262.277110741536,185.5484167835195,76.72869395801646
binance:btcusdt_perp.a,1min,1779589320,107911.3132634593,107940.3298999402,107891.92852459279,107903.57774345238,279.0332279369386,187.27801269956527,91.75521523737333
binance:btcusdt_perp.a,1min,1779589380,107903.57774345238,107909.94296397369,107845.4494864926,107874.30697684534,251.92380942256176,160.52394040754373,91.39986901501803
binance:btcusdt_perp.a,1min,1779589440,107874.30697684534,107907.58716541884,107864.49821363256,107865.30559208628,160.2689048077339,105.33981335562864,54.929091452105254
binance:btcusdt_perp.a,1min,1779589500,107865.30559208628,107909.28635588333,107835.63241968167,107884.46048605414,188.78712646990155,124.38420156586356,64.40292490403799
binance:btcusdt_perp.a,1min,1779589560,107884.46048605414,107908.09050313516,107856.9730978655,107885.5077598258,264.98632072572383,200.1376116220546,64.84870910366922
binance:btcusdt_perp.a,1min,1779589620,107885.5077598258,107915.28543371665,107851.41234458725,107881.48242740669,150.4102404486584,92.5575531597399,57.85268728891852
binance:btcusdt_perp.a,1min,1779589680,107881.48242740669,107926.67028043768,107869.68865760183,107892.79302950506,131.21316747634972,100.6048596774391,30.608307798910637
binance:btcusdt_perp.a,1min,1779589740,107892.79302950506,107942.96248018944,107865.63005378404,107902.9865349651,250.2626642731444,179.35320197214503,70.90946230099935
binance:btcusdt_perp.a,1min,1779589800,107902.9865349651,107921.99388792625,107884.94935557929,107896.798676522,443.9004520690629,393.1269434936265,50.77350857543641
binance:btcusdt_perp.a,1min,1779589860,107896.798676522,107923.82082279789,107866.24848327902,107911.02932677598,331.17011275983214,268.92876313539256,62.24134962443959
binance:btcusdt_perp.a,1min,1779589920,107911.02932677598,107955.84247317229,107881.62918441294,107927.48876174368,330.9525026697768,268.60749322443365,62.34500944534312
binance:btcusdt_perp.a,1min,1779589980,107927.48876174368,107950.32497251779,107873.10252366817,107889.54060407968,177.61272338879837,159.20797074313654,18.40475264566183
binance:btcusdt_perp.a,1min,1779590040,107889.54060407968,107950.61040361402,107864.98846991113,107915.01819761106,388.05000967621254,310.08279920205916,77.96721047415335
binance:btcusdt_perp.a,1min,1779590100,107915.01819761106,107926.08348390645,107887.26034629613,107913.23025934112,284.8308742739534,205.549247133901,79.2816271400524
binance:btcusdt_perp.a,1min,1779590160,107913.23025934112,107934.43296370255,107867.10777961447,107907.08339128092,351.5370662810727,281.4097467521609,70.12731952891181
binance:btcusdt_perp.a,1min,1779590220,107907.08339128092,107929.52551506196,107886.58501610505,107906.55587625709,193.40582420893705,152.66128910566113,40.74453510327592
binance:btcusdt_perp.a,1min,1779590280,107906.55587625709,107916.05272086785,107861.23422046457,107888.34643861004,311.3011727946588,214.27761324631774,97.02355954834104
binance:btcusdt_perp.a,1min,1779590340,107888.34643861004,107920.30345246904,107848.99832216045,107881.59055954941,362.0669474308191,287.3344214704476,74.7325259603715
binance:btcusdt_perp.a,1min,1779590400,107881.59055954941,107892.75357127583,107836.62405229137,107862.07010133888,310.342402749213,267.78056414748164,42.56183860173135
binance:btcusdt_perp.a,1min,1779590460,107862.07010133888,107898.48121585973,107852.51216012749,107877.80350242504,254.47147223912816,201.4595087740026,53.01196346512556
binance:btcusdt_perp.a,1min,1779590520,107877.80350242504,107894.02456134427,107845.81951889537,107870.34836704507,239.68338068715116,175.62089138503472,64.06248930211642
binance:btcusdt_perp.a,1min,1779590580,107870.34836704507,107890.37041987265,107845.90732315528,107872.39034567394,301.8563218281698,209.06500625124136,92.79131557692845
binance:btcusdt_perp.a,1min,1779590640,107872.39034567394,107908.7681150731,107850.04263841252,107860.42184328518,110.66764408235753,70.68221144388428,39.985432638473235
binance:btcusdt_perp.a,1min,1779590700,107860.42184328518,107882.7310160655,107837.0779955434,107857.90188698914,377.13518631428013,218.14642123871897,158.98876507556116
binance:btcusdt_perp.a,1min,1779590760,107857.90188698914,107899.8652523952,107847.17969463806,107862.25087037717,249.6154790568084,170.01001445717458,79.60546459963383
binance:btcusdt_perp.a,1min,1779590820,107862.25087037717,107880.98825032695,107807.36961411114,107843.64446694798,426.9909340390016,295.78911679527016,131.20181724373145
binance:btcusdt_perp.a,1min,1779590880,107843.64446694798,107898.0559915854,107804.10755668097,107875.70022681555,272.5361080277207,192.58702500306066,79.94908302466001
binance:btcusdt_perp.a,1min,1779590940,107875.70022681555,107934.10768162091,107845.1873710671,107880.31914482724,223.4188376038829,165.82446098392217,57.594376619960755
binance:btcusdt_perp.a,1min,1779591000,107880.31914482724,107897.42164299823,107841.03872380745,107872.12473740637,282.4868470216922,158.35916514764227,124.12768187404993
binance:btcusdt_perp.a,1min,1779591060,107872.12473740637,107897.49056867242,107844.7257358574,107870.97539483177,125.04264538356676,71.06278284866453,53.97986253490224
binance:btcusdt_perp.a,1min,1779591120,107870.97539483177,107878.55240347618,107830.76421322793,107852.18010078934,286.71848026515636,135.01827342693457,151.7002068382218
binance:btcusdt_perp.a,1min,1779591180,107852.18010078934,107874.88153723427,107834.24953827706,107866.30328889798,233.21006920535996,115.16515328057542,118.04491592478453
binance:btcusdt_perp.a,1min,1779591240,107866.30328889798,107882.69315578138,107837.06046212342,107870.77208527761,285.040189466776,104.67645107073466,180.36373839604133
binance:btcusdt_perp.a,1min,1779591300,107870.77208527761,107892.64889234831,107815.46167879594,107835.25200561808,271.7263909140293,125.90728675620032,145.81910415782897
binance:btcusdt_perp.a,1min,1779591360,107835.25200561808,107870.80881063445,107824.36305462726,107839.33231453598,186.24227256793642,71.52028969150592,114.7219828764305
binance:btcusdt_perp.a,1min,1779591420,107839.33231453598,107879.28815987414,107821.64570891837,107844.83868608768,79.86401246722764,26.54447243568852,53.31954003153912
